0,0,0,0,0
0,0,1567,0,0
0,0,1175,0,0
0,0,1906,0,0
0,0,1826,0,0
0,0,1780,0,0
0,0,1567,0,0
0,0,1081,0,0
0,0,1454,0,0
0,0,1422,0,0
0,0,1657,0,0
0,0,1227,0,0
0,0,1663,0,0
0,0,1996,0,0
0,0,1978,0,0
0,0,1193,0,0
0,0,1280,0,0
0,0,1997,0,0
0,0,1407,0,0
0,0,1758,0,0
0,0,1618,0,0
0,0,1233,0,0
0,0,1806,0,0
0,0,1035,0,0
0,0,1056,0,0
0,0,1830,0,0
0,0,1661,0,0
0,0,1118,0,0
0,0,1320,0,0
0,0,1631,0,0
0,0,1347,0,0
0,0,1773,0,0
0,0,1622,0,0
0,0,1867,0,0
0,0,1949,0,0
0,0,1980,0,0
0,0,1697,0,0
0,0,1787,0,0
0,0,1615,0,0
0,0,1759,0,0
0,0,1240,0,0
0,0,1091,0,0
0,0,1258,0,0
0,0,2046,0,0
0,0,1056,0,0
0,0,1236,0,0
0,0,1647,0,0
0,0,1973,0,0
0,0,1571,0,0
0,0,1097,0,0
0,0,1754,0,0
0,0,1801,0,0
0,0,1453,0,0
0,0,1826,0,0
0,0,1057,0,0
0,0,1791,0,0
0,0,1314,0,0
0,0,1160,0,0
0,0,1233,0,0
0,0,1192,0,0
0,0,1200,0,0
0,0,1532,0,0
0,0,1533,0,0
0,0,1580,0,0
0,0,1734,0,0
0,0,1457,0,0
0,0,1522,0,0
0,0,1353,0,0
0,0,1233,0,0
0,0,1652,0,0
0,0,1160,0,0
0,0,1774,0,0
0,0,1171,0,0
0,0,1756,0,0
0,0,1824,0,0
0,0,1914,0,0
0,0,1597,0,0
0,0,1487,0,0
0,0,1447,0,0
0,0,1843,0,0
0,0,1810,0,0
0,0,2044,0,0
0,0,1840,0,0
0,0,1360,0,0
0,0,1187,0,0
0,0,1225,0,0
0,0,1574,0,0
0,0,1927,0,0
0,0,1558,0,0
0,0,1492,0,0
0,0,1636,0,0
0,0,1367,0,0
0,0,1381,0,0
0,0,1953,0,0
0,0,1878,0,0
0,0,2033,0,0
0,0,1875,0,0
0,0,2032,0,0
